id,label,date,l_scc,r_scc,l_scc_class,r_scc_class,full_path,crop_path
526,1,2025-01-27,917980,252042,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\526.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\526.jpg
527,1,2025-01-27,160194,629699,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\527.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\527.jpg
528,1,2025-01-27,14135,1778296,1,4,data\raw\TIDS Dataset\TIDS_full_images\scm\528.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\528.jpg
529,1,2025-01-27,10633423,3736092,5,4,data\raw\TIDS Dataset\TIDS_full_images\scm\529.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\529.jpg
530,1,2025-01-27,165720,13529216,1,5,data\raw\TIDS Dataset\TIDS_full_images\scm\530.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\530.jpg
531,1,2025-01-27,1285282,34823,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\531.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\531.jpg
532,0,2025-01-27,26172,43765,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\532.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\532.jpg
533,1,2025-01-27,382248,6091074,2,5,data\raw\TIDS Dataset\TIDS_full_images\scm\533.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\533.jpg
534,1,2025-01-27,4910842,3248023,4,4,data\raw\TIDS Dataset\TIDS_full_images\scm\534.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\534.jpg
535,0,2025-01-27,134675,150427,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\535.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\535.jpg
536,1,2025-01-27,364233,802066,2,3,data\raw\TIDS Dataset\TIDS_full_images\scm\536.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\536.jpg
537,0,2025-01-27,109877,84242,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\537.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\537.jpg
539,0,2025-01-28,338080,493665,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\539.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\539.jpg
540,1,2025-01-28,103673,2085295,1,4,data\raw\TIDS Dataset\TIDS_full_images\scm\540.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\540.jpg
542,1,2025-01-28,648363,182582,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\542.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\542.jpg
543,1,2025-01-28,6466254,9839308,5,5,data\raw\TIDS Dataset\TIDS_full_images\scm\543.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\543.jpg
544,0,2025-01-28,289834,130743,2,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\544.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\544.jpg
546,1,2025-01-28,675828,54344,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\546.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\546.jpg
547,0,2025-01-28,132536,135778,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\547.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\547.jpg
548,1,2025-01-28,212625,783886,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\548.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\548.jpg
549,1,2025-01-28,1402182,81239,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\549.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\549.jpg
550,1,2025-01-28,299949,567402,2,3,data\raw\TIDS Dataset\TIDS_full_images\scm\550.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\550.jpg
551,0,2025-01-28,50409,58685,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\551.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\551.jpg
552,1,2025-01-28,584711,52503,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\552.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\552.jpg
553,0,2025-01-28,373447,490207,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\553.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\553.jpg
554,1,2025-01-28,1516026,181357,4,1,data\raw\TIDS Dataset\TIDS_full_images\scm\554.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\554.jpg
555,1,2025-01-28,623468,442552,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\555.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\555.jpg
557,1,2025-01-28,6411796,89231,5,1,data\raw\TIDS Dataset\TIDS_full_images\scm\557.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\557.jpg
558,0,2025-01-28,137670,190858,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\558.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\558.jpg
559,1,2025-01-28,61489,2482580,1,4,data\raw\TIDS Dataset\TIDS_full_images\scm\559.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\559.jpg
560,1,2025-01-28,82048,1254550,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\560.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\560.jpg
561,0,2025-01-28,41551,56623,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\561.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\561.jpg
562,0,2025-01-28,33018,75950,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\562.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\562.jpg
563,0,2025-01-28,107218,149807,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\563.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\563.jpg
564,0,2025-01-28,44149,48058,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\564.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\564.jpg
565,1,2025-01-28,776981,69138,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\565.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\565.jpg
566,1,2025-01-28,603222,106303,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\566.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\566.jpg
567,0,2025-01-28,40002,38404,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\567.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\567.jpg
568,0,2025-01-28,78531,83782,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\568.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\568.jpg
569,0,2025-01-28,39893,182525,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\569.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\569.jpg
570,0,2025-01-28,32750,53312,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\570.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\570.jpg
571,0,2025-01-28,58829,61041,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\571.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\571.jpg
573,1,2025-01-28,54135,755159,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\573.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\573.jpg
574,0,2025-01-28,73711,139279,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\574.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\574.jpg
575,0,2025-01-28,189912,382449,1,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\575.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\575.jpg
576,0,2025-01-28,47076,65926,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\576.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\576.jpg
577,1,2025-01-28,1122998,271811,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\577.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\577.jpg
579,1,2025-01-28,2282517,557449,4,3,data\raw\TIDS Dataset\TIDS_full_images\scm\579.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\579.jpg
580,1,2025-01-28,1222295,418679,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\580.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\580.jpg
581,0,2025-01-28,108607,98828,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\581.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\581.jpg
582,0,2025-01-28,66485,67107,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\582.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\582.jpg
583,1,2025-01-28,625341,103405,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\583.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\583.jpg
584,0,2025-01-28,158748,188667,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\584.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\584.jpg
585,0,2025-01-28,116747,130404,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\585.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\585.jpg
586,0,2025-02-13,125307,135637,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\586.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\586.jpg
587,0,2025-02-13,153372,203115,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\587.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\587.jpg
588,0,2025-02-13,32453,214909,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\588.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\588.jpg
589,0,2025-02-13,149478,170549,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\589.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\589.jpg
590,1,2025-02-13,767673,74496,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\590.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\590.jpg
591,0,2025-02-13,205585,147593,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\591.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\591.jpg
592,0,2025-02-13,69256,53306,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\592.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\592.jpg
593,0,2025-02-13,118839,57215,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\593.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\593.jpg
594,1,2025-02-13,1083606,1385248,3,3,data\raw\TIDS Dataset\TIDS_full_images\scm\594.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\594.jpg
595,0,2025-02-13,113325,221576,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\595.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\595.jpg
596,0,2025-02-13,333766,107698,2,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\596.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\596.jpg
597,0,2025-02-13,151406,220181,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\597.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\597.jpg
598,0,2025-02-13,138071,123407,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\598.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\598.jpg
599,0,2025-02-13,124729,179906,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\599.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\599.jpg
600,0,2025-02-13,69026,79111,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\600.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\600.jpg
601,0,2025-02-13,121167,99628,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\601.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\601.jpg
602,1,2025-02-13,301268,20623548,2,5,data\raw\TIDS Dataset\TIDS_full_images\scm\602.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\602.jpg
603,1,2025-02-13,739798,388289,3,2,data\raw\TIDS Dataset\TIDS_full_images\scm\603.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\603.jpg
604,0,2025-02-13,442186,425402,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\604.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\604.jpg
605,1,2025-02-13,207699,3099215,1,4,data\raw\TIDS Dataset\TIDS_full_images\scm\605.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\605.jpg
606,0,2025-02-13,58415,58537,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\606.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\606.jpg
607,1,2025-02-13,140684,758883,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\607.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\607.jpg
608,0,2025-02-13,86747,137812,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\608.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\608.jpg
609,1,2025-02-13,2344993,203445,4,1,data\raw\TIDS Dataset\TIDS_full_images\scm\609.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\609.jpg
610,1,2025-02-13,1418739,32059,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\610.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\610.jpg
611,0,2025-02-13,373398,455494,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\611.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\611.jpg
612,1,2025-02-13,6944103,10801082,5,5,data\raw\TIDS Dataset\TIDS_full_images\scm\612.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\612.jpg
613,0,2025-02-13,46232,59695,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\613.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\613.jpg
614,0,2025-02-13,443022,422810,2,2,data\raw\TIDS Dataset\TIDS_full_images\healthy\614.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\614.jpg
615,0,2025-02-13,157141,36908,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\615.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\615.jpg
616,0,2025-02-13,50959,199214,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\616.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\616.jpg
617,1,2025-02-13,19009584,95936,5,1,data\raw\TIDS Dataset\TIDS_full_images\scm\617.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\617.jpg
618,0,2025-02-13,124510,64113,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\618.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\618.jpg
619,1,2025-02-13,127308,1114625,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\619.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\619.jpg
620,0,2025-02-13,173556,132120,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\620.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\620.jpg
621,1,2025-02-13,918348,149150,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\621.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\621.jpg
622,1,2025-02-13,1149668,120676,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\622.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\622.jpg
623,1,2025-02-13,473746,758171,2,3,data\raw\TIDS Dataset\TIDS_full_images\scm\623.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\623.jpg
624,0,2025-02-13,42668,36674,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\624.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\624.jpg
625,0,2025-02-13,101816,177161,1,1,data\raw\TIDS Dataset\TIDS_full_images\healthy\625.jpg,data\raw\TIDS Dataset\TIDS_cropped\healthy\625.jpg
626,1,2025-02-13,964456,229099,3,1,data\raw\TIDS Dataset\TIDS_full_images\scm\626.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\626.jpg
627,1,2025-02-13,30794,1179516,1,3,data\raw\TIDS Dataset\TIDS_full_images\scm\627.jpg,data\raw\TIDS Dataset\TIDS_cropped\scm\627.jpg
